PARAM
5,1000,2,960
VEHICLES
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
1000,2
DEMANDS
0,40,50,0,960,1,1,0,0
1,25,85,388,911,1,1,20,10
2,22,75,30,546,1,1,30,10
3,22,85,353,708,1,1,10,10
4,20,80,425,913,1,1,40,10
5,20,85,40,630,1,1,20,10
6,18,75,228,667,1,1,20,10
7,15,75,161,558,1,1,20,10
8,15,80,229,624,1,1,10,10
9,10,35,213,648,1,1,20,10
10,10,40,404,753,1,1,30,10
11,8,40,33,511,1,1,40,10
12,8,45,46,519,1,1,20,10
13,5,35,395,911,1,1,10,10
14,5,45,35,697,1,1,10,10
15,2,40,39,528,1,1,20,10
16,0,40,94,535,1,1,20,10
17,0,45,394,909,1,1,20,10
18,44,5,218,571,1,1,20,10
19,42,10,85,542,1,1,40,10
20,42,15,391,802,1,1,10,10
21,40,5,45,517,1,1,10,10
22,40,15,229,640,1,1,40,10
23,38,5,45,523,1,1,30,10
24,38,15,389,914,1,1,10,10
25,35,5,386,904,1,1,20,10
26,95,30,389,788,1,1,30,10
27,95,35,57,600,1,1,20,10
28,92,30,55,575,1,1,10,10
29,90,35,52,536,1,1,10,10
30,88,30,90,521,1,1,10,10
31,88,35,50,534,1,1,20,10
32,87,30,425,898,1,1,10,10
33,85,25,51,602,1,1,10,10
34,85,35,342,751,1,1,30,10
35,67,85,410,905,1,1,20,10
36,65,85,43,617,1,1,40,10
37,65,82,410,823,1,1,10,10
38,62,80,114,561,1,1,30,10
39,60,80,36,658,1,1,10,10
40,60,85,191,586,1,1,30,10
41,58,75,201,670,1,1,20,10
42,55,80,33,568,1,1,10,10
43,55,85,429,838,1,1,20,10
44,55,82,49,504,1,1,10,10
45,20,82,37,597,1,1,10,10
46,18,80,315,782,1,1,10,10
47,2,45,38,606,1,1,10,10
48,42,5,396,904,1,1,10,10
49,42,12,341,658,1,1,10,10
50,72,35,351,782,1,1,30,10
51,55,20,161,610,1,1,19,10
52,25,30,25,516,1,1,3,10
53,20,50,239,630,1,1,5,10
54,55,60,448,873,1,1,16,10
55,30,60,420,897,1,1,16,10
56,50,35,390,843,1,1,19,10
57,30,25,227,686,1,1,23,10
58,15,10,401,902,1,1,20,10
59,10,20,42,706,1,1,19,10
60,15,60,401,923,1,1,17,10
61,45,65,110,525,1,1,9,10
62,65,35,29,548,1,1,3,10
63,65,20,39,593,1,1,6,10
64,45,30,20,498,1,1,17,10
65,35,40,11,530,1,1,16,10
66,41,37,404,847,1,1,16,10
67,64,42,100,555,1,1,9,10
68,40,60,436,907,1,1,21,10
69,31,52,9,510,1,1,27,10
70,35,69,330,930,1,1,23,10
71,65,55,81,520,1,1,14,10
72,63,65,27,622,1,1,8,10
73,2,60,135,556,1,1,5,10
74,20,20,430,913,1,1,8,10
75,5,5,63,520,1,1,16,10
76,60,12,125,530,1,1,31,10
77,23,3,390,900,1,1,7,10
78,8,56,190,659,1,1,27,10
79,6,68,215,608,1,1,30,10
80,47,47,444,942,1,1,13,10
81,49,58,249,580,1,1,10,10
82,27,43,14,506,1,1,9,10
83,37,31,19,566,1,1,14,10
84,57,29,259,650,1,1,18,10
85,63,23,198,609,1,1,2,10
86,21,24,212,605,1,1,28,10
87,12,24,272,565,1,1,13,10
88,24,58,90,549,1,1,19,10
89,67,5,325,897,1,1,25,10
90,37,47,204,633,1,1,6,10
91,49,42,442,937,1,1,13,10
92,53,43,14,581,1,1,14,10
93,61,52,373,928,1,1,3,10
94,57,48,265,638,1,1,23,10
95,56,37,20,539,1,1,6,10
96,55,54,418,825,1,1,26,10
97,4,18,426,787,1,1,35,10
98,26,52,14,499,1,1,9,10
99,26,35,149,586,1,1,15,10
100,31,67,356,930,1,1,3,10
